Country,Gender,population,Income,incomepc,Age,Education,pc,Videogames,Piano,Teamsport,gym,Restaurant,Charity,Ecommerce,Information,taste,segments
FR,1,1000,84999.5,28333.166666666668,54,Bac,3,0,0,0,0,1,0,1,"Oui, partiellement",0,1
FR,1,3500,74999.5,18749.875,44,Bac+5,4,1,0,0,0,0,0,1,"Non, pas du tout",0,3
DE,0,75000,10000.0,10000.0,35,Bac,1,0,0,0,0,1,0,1,"Oui, partiellement",0,2
FR,0,3500,10000.0,10000.0,70,Collège,1,0,0,0,0,1,0,1,"Oui, partiellement",0,2
ES,0,750000,24999.5,8333.166666666666,39,Doctorat,3,1,0,0,1,1,0,1,"Oui, partiellement",0,0
ES,1,30000,34995.00000000001,6999.000000000002,43,Bac,5,1,0,0,0,1,0,1,"Oui, partiellement",10,3
DE,1,1000000,64999.5,16249.875,46,Bac+5,4,1,0,1,0,1,0,1,"Oui, partiellement",5,0
FR,1,3500,84999.5,28333.166666666668,46,Bac+5,3,0,0,0,0,1,0,1,"Oui, partiellement",10,1
DE,1,30000,34995.00000000001,17497.500000000004,70,Bac+5,2,1,0,0,0,1,0,1,"Oui, partiellement",10,2
DE,1,30000,34995.00000000001,11665.000000000002,42,Bac,3,1,0,1,0,1,0,1,"Oui, tout à fait",5,3
ES,0,75000,44999.5,11249.875,57,Bac,4,0,0,0,0,1,0,1,"Non, pas du tout",0,3
ES,1,750000,44999.5,14999.833333333334,25,Bac,3,1,0,0,1,1,0,1,"Oui, partiellement",5,0
ES,1,75000,34995.00000000001,11665.000000000002,48,Bac+2/Bac+3,3,1,0,0,1,1,0,1,"Oui, partiellement",10,3
DE,1,30000,64999.5,21666.5,42,Bac,3,1,0,1,0,1,0,1,"Oui, partiellement",5,1
ES,0,30000,10000.0,2500.0,18,Collège,4,0,0,0,1,1,0,1,"Non, pas du tout",0,3
UK,0,3500,10000.0,5000.0,30,Bac+5,2,1,0,0,0,1,0,1,"Oui, tout à fait",0,3
DE,0,30000,10000.0,5000.0,23,Bac+5,2,1,0,0,1,1,0,1,"Non, pas du tout",0,3
DE,0,1000,44999.5,44999.5,52,Bac+2/Bac+3,1,0,0,0,1,1,0,1,"Non, pas du tout",10,1
DE,1,7500,54999.5,27499.75,69,Bac+5,2,0,0,0,0,0,0,1,"Oui, tout à fait",5,1
FR,0,7500,10000.0,5000.0,31,Bac+5,2,0,0,1,0,1,0,1,"Non, pas du tout",0,3
FR,1,3500,74999.5,24999.833333333332,39,Bac,3,1,0,0,0,1,0,1,"Oui, tout à fait",0,1
ES,0,1000000,24999.5,8333.166666666666,44,Bac,3,0,0,0,0,1,0,1,"Non, pas du tout",10,0
DE,0,30000,34995.00000000001,17497.500000000004,53,Bac,2,0,0,0,0,1,0,1,"Oui, partiellement",5,2
DE,0,1000000,44999.5,14999.833333333334,29,Bac+5,3,1,0,0,1,1,0,1,"Oui, partiellement",10,0
DE,0,30000,24999.5,24999.5,47,Bac+5,1,0,0,0,0,1,0,1,"Oui, partiellement",0,2
ES,1,1000000,84999.5,21249.875,19,Bac+2/Bac+3,4,1,0,0,1,1,0,1,"Oui, partiellement",5,0
DE,0,30000,10000.0,10000.0,71,Bac,1,0,0,0,0,1,0,1,"Non, pas du tout",0,2
FR,0,75000,10000.0,10000.0,81,Bac,1,0,0,0,0,1,0,1,"Non, pas du tout",5,2
ES,0,30000,10000.0,3333.3333333333335,27,Collège,3,1,0,0,1,1,0,1,"Oui, partiellement",10,3
UK,1,7500,54999.5,18333.166666666668,25,Bac,3,0,0,0,1,0,0,1,"Oui, tout à fait",5,3
ES,0,1000000,24999.5,4999.9,56,Collège,5,1,0,0,0,1,0,1,"Oui, partiellement",10,0
FR,1,30000,10000.0,10000.0,66,Bac+5,1,0,0,0,0,0,0,1,"Oui, partiellement",0,2
ES,0,30000,24999.5,8333.166666666666,29,Collège,3,0,0,0,0,1,0,0,"Non, pas du tout",10,3
DE,0,750000,34995.00000000001,34995.00000000001,58,Bac,1,0,0,0,0,1,0,1,"Non, pas du tout",5,0
DE,0,30000,10000.0,10000.0,60,Bac+5,1,0,0,0,1,0,0,1,"Oui, partiellement",0,2
ES,0,75000,44999.5,14999.833333333334,35,Bac+2/Bac+3,3,1,0,0,1,1,0,1,"Oui, tout à fait",5,3
DE,0,750000,34995.00000000001,34995.00000000001,51,Bac+2/Bac+3,1,0,0,0,0,0,0,0,"Non, pas du tout",10,0
FR,1,75000,24999.5,8333.166666666666,26,Bac+2/Bac+3,3,1,0,0,0,1,0,1,"Oui, tout à fait",0,3
DE,0,30000,24999.5,24999.5,69,Bac,1,0,0,0,0,1,0,1,"Oui, tout à fait",5,2
DE,1,30000,74999.5,24999.833333333332,24,Bac,3,1,0,1,1,1,0,1,"Oui, tout à fait",10,1
DE,1,75000,84999.5,21249.875,43,Bac,4,1,0,0,1,1,0,1,"Oui, partiellement",5,1
ES,0,30000,10000.0,10000.0,45,Bac+2/Bac+3,1,0,0,0,0,1,0,1,"Oui, partiellement",5,2
FR,0,30000,10000.0,5000.0,40,Bac+2/Bac+3,2,1,0,0,0,0,0,1,"Oui, tout à fait",10,3
FR,1,30000,34995.00000000001,8748.750000000002,51,Bac,4,1,0,0,0,0,0,1,"Oui, tout à fait",0,3
ES,1,30000,24999.5,8333.166666666666,49,Bac,3,1,0,0,1,1,0,1,"Oui, partiellement",5,3
UK,0,750000,74999.5,24999.833333333332,39,Bac+2/Bac+3,3,1,0,1,1,1,0,1,"Oui, partiellement",5,0
ES,0,30000,84999.5,16999.9,44,Bac+5,5,1,0,1,1,1,0,1,"Oui, partiellement",5,3
FR,0,7500,34995.00000000001,11665.000000000002,29,Bac+2/Bac+3,3,1,0,1,0,1,0,1,"Oui, tout à fait",0,3
UK,0,30000,10000.0,10000.0,45,Bac,1,1,0,0,0,0,0,1,"Oui, tout à fait",5,2
DE,0,7500,64999.5,16249.875,51,Bac,4,1,0,0,0,0,0,1,"Oui, partiellement",0,3
ES,0,30000,54999.5,18333.166666666668,50,Bac+2/Bac+3,3,1,0,0,0,1,0,1,"Oui, partiellement",5,3
FR,1,1000000,10000.0,10000.0,64,Bac+2/Bac+3,1,1,0,1,1,1,0,1,"Oui, partiellement",5,0
UK,1,75000,10000.0,3333.3333333333335,44,Bac+5,3,1,0,0,0,0,0,1,"Oui, tout à fait",0,3
DE,0,1000,10000.0,10000.0,63,Bac,1,0,0,0,0,0,0,1,"Oui, tout à fait",0,2
ES,1,30000,44999.5,11249.875,43,Doctorat,4,1,0,1,1,1,0,1,"Oui, tout à fait",20,3
DE,1,75000,74999.5,37499.75,43,Bac+2/Bac+3,2,1,0,0,0,0,0,0,"Oui, tout à fait",10,1
DE,1,30000,84999.5,28333.166666666668,30,Doctorat,3,1,0,1,1,0,0,1,"Oui, tout à fait",20,1
DE,1,30000,84999.5,28333.166666666668,60,Bac+5,3,1,0,0,1,1,0,1,"Oui, tout à fait",0,1
FR,1,750000,24999.5,6249.875,42,Bac,4,1,0,0,1,1,0,1,"Non, pas du tout",5,0
DE,1,1000,44999.5,44999.5,33,Bac,1,0,0,1,0,0,0,0,"Oui, partiellement",5,1
UK,1,750000,64999.5,21666.5,39,Bac+2/Bac+3,3,1,0,0,0,1,0,1,"Non, pas du tout",5,0
DE,0,7500,10000.0,10000.0,71,Bac,1,0,0,0,0,1,0,1,"Oui, partiellement",5,2
UK,0,30000,44999.5,14999.833333333334,48,Bac+5,3,0,0,0,0,1,0,1,"Oui, partiellement",5,3
DE,0,750000,34995.00000000001,17497.500000000004,29,Bac,2,1,0,0,1,1,0,1,"Oui, tout à fait",5,0
DE,0,1000,74999.5,24999.833333333332,23,Bac,3,0,0,0,1,1,0,1,"Oui, tout à fait",0,1
ES,1,1000000,44999.5,11249.875,72,Bac+5,4,1,0,0,0,1,0,1,"Oui, tout à fait",10,0
FR,0,3500,54999.5,18333.166666666668,41,Bac+2/Bac+3,3,0,0,0,0,1,0,1,"Oui, partiellement",0,3
FR,0,75000,84999.5,21249.875,41,Bac+2/Bac+3,4,1,0,0,0,1,0,1,"Non, pas du tout",0,1
DE,0,1000000,24999.5,12499.75,34,Bac,2,1,0,0,1,1,0,1,"Oui, tout à fait",10,0
ES,0,75000,34995.00000000001,8748.750000000002,38,Bac+5,4,1,1,1,1,1,0,1,"Oui, partiellement",10,3
DE,0,30000,34995.00000000001,17497.500000000004,28,Bac+5,2,0,0,1,1,0,0,0,"Non, pas du tout",0,3
DE,1,75000,44999.5,44999.5,33,Bac,1,1,0,0,1,1,0,1,"Oui, tout à fait",10,1
FR,1,3500,24999.5,12499.75,68,Collège,2,0,0,0,0,1,0,1,"Oui, partiellement",0,2
UK,0,7500,74999.5,18749.875,58,Bac,4,1,0,0,0,1,0,1,"Oui, partiellement",5,1
FR,0,3500,24999.5,4999.9,22,Bac+2/Bac+3,5,1,0,0,1,1,0,1,"Oui, partiellement",10,3
FR,0,1000,74999.5,18749.875,40,Bac,4,1,0,0,0,1,0,0,"Non, pas du tout",5,3
ES,0,30000,24999.5,6249.875,47,Bac+2/Bac+3,4,0,0,0,0,1,0,1,"Oui, partiellement",10,3
ES,0,30000,24999.5,8333.166666666666,70,Bac,3,0,0,1,1,1,0,1,"Oui, partiellement",5,2
DE,0,30000,10000.0,10000.0,36,Bac+2/Bac+3,1,1,0,0,1,1,0,1,"Oui, partiellement",5,2
ES,0,750000,64999.5,21666.5,41,Bac+5,3,1,0,0,1,1,0,1,"Oui, tout à fait",5,0
ES,0,30000,54999.5,27499.75,78,Doctorat,2,0,0,0,0,0,0,0,"Oui, tout à fait",10,1
FR,0,30000,10000.0,10000.0,35,Bac+2/Bac+3,1,1,0,1,0,0,0,1,"Oui, partiellement",5,2
FR,0,30000,10000.0,10000.0,62,Bac,1,0,0,0,0,1,0,0,"Oui, tout à fait",0,2
FR,0,30000,10000.0,5000.0,62,Bac,2,0,0,0,0,1,0,1,"Oui, partiellement",0,2
UK,0,1000,10000.0,3333.3333333333335,20,Bac,3,1,0,0,1,1,0,1,"Oui, partiellement",5,3
FR,0,750000,34995.00000000001,34995.00000000001,45,Bac,1,1,0,0,0,1,0,1,"Oui, tout à fait",0,0
UK,1,1000000,84999.5,28333.166666666668,22,Bac+5,3,1,0,0,1,1,0,1,"Oui, partiellement",5,0
FR,0,30000,24999.5,12499.75,56,Collège,2,0,0,0,0,0,0,1,"Oui, tout à fait",0,2
FR,0,750000,24999.5,24999.5,66,Bac+2/Bac+3,1,0,0,1,0,1,0,0,"Oui, partiellement",0,0
FR,1,30000,10000.0,2500.0,37,Bac,4,1,0,0,0,0,0,0,"Oui, partiellement",10,3
FR,1,30000,44999.5,14999.833333333334,38,Bac+5,3,1,0,0,0,1,0,1,"Oui, tout à fait",5,3
FR,1,75000,84999.5,42499.75,40,Bac+5,2,1,0,1,1,1,0,1,"Oui, tout à fait",5,1
FR,0,30000,54999.5,18333.166666666668,35,Bac+5,3,1,0,0,1,1,0,1,"Oui, tout à fait",10,3
FR,1,30000,54999.5,27499.75,58,Bac,2,0,0,0,0,1,0,1,"Non, pas du tout",0,1
ES,1,750000,64999.5,12999.9,21,Bac+5,5,1,0,0,1,1,0,1,"Non, pas du tout",20,0
UK,1,30000,44999.5,22499.75,30,Bac+2/Bac+3,2,1,1,0,1,1,0,1,"Oui, tout à fait",5,3
DE,0,75000,64999.5,32499.75,32,Bac+5,2,1,0,1,1,1,0,1,"Oui, partiellement",5,1
ES,0,30000,34995.00000000001,8748.750000000002,38,Bac+2/Bac+3,4,1,0,0,0,1,0,1,"Oui, partiellement",0,3
FR,1,30000,44999.5,22499.75,25,Bac+2/Bac+3,2,1,0,1,1,0,0,1,"Oui, tout à fait",5,3
FR,0,30000,24999.5,24999.5,67,Bac+2/Bac+3,1,0,0,0,0,1,0,1,"Oui, partiellement",0,2
FR,0,750000,10000.0,5000.0,41,Doctorat,2,0,0,0,0,1,0,1,"Oui, tout à fait",5,0
ES,0,1000000,44999.5,14999.833333333334,33,Bac+5,3,1,0,0,1,1,0,1,"Oui, partiellement",5,0
FR,1,1000,10000.0,10000.0,57,Collège,1,1,0,0,0,0,0,1,"Oui, tout à fait",0,2
ES,0,75000,24999.5,6249.875,51,Bac+2/Bac+3,4,1,0,0,0,1,0,1,"Oui, partiellement",0,3
DE,1,7500,44999.5,44999.5,50,Bac,1,1,0,1,1,1,1,1,"Oui, tout à fait",10,1
UK,0,30000,34995.00000000001,17497.500000000004,64,Bac+5,2,0,0,0,1,1,0,1,"Oui, partiellement",0,2
DE,0,1000000,74999.5,74999.5,63,Bac,1,0,0,0,0,1,0,1,"Non, pas du tout",10,1
FR,0,30000,44999.5,22499.75,28,Bac+5,2,1,0,0,0,1,0,1,"Oui, partiellement",10,3
UK,1,30000,74999.5,18749.875,23,Bac+2/Bac+3,4,1,0,0,0,1,0,1,"Oui, partiellement",20,3
FR,0,1000,84999.5,42499.75,74,Bac,2,0,0,0,0,1,0,1,"Oui, tout à fait",5,1
DE,1,7500,10000.0,10000.0,65,Collège,1,1,0,0,0,0,0,1,"Oui, partiellement",5,2
ES,1,75000,24999.5,12499.75,38,Bac+2/Bac+3,2,1,0,0,0,1,0,1,"Oui, tout à fait",0,3
DE,1,1000000,10000.0,5000.0,68,Bac+5,2,0,0,0,0,1,0,1,"Oui, partiellement",5,0
ES,1,3500,44999.5,14999.833333333334,39,Bac+5,3,1,0,0,1,1,1,1,"Oui, tout à fait",5,3
DE,0,30000,74999.5,14999.9,35,Bac,5,0,0,0,0,1,0,1,"Oui, tout à fait",0,3
ES,0,75000,24999.5,12499.75,41,Bac+2/Bac+3,2,0,0,0,0,1,0,1,"Oui, partiellement",5,2
DE,1,1000000,10000.0,5000.0,56,Bac,2,0,0,0,0,1,0,1,"Oui, partiellement",0,0
FR,0,30000,10000.0,10000.0,61,Bac,1,0,0,0,0,1,0,1,"Non, pas du tout",0,2
DE,0,7500,64999.5,64999.5,33,Bac+5,1,1,0,0,0,1,0,1,"Oui, partiellement",5,1
FR,1,7500,10000.0,10000.0,50,Bac,1,1,0,0,0,1,0,1,"Oui, partiellement",0,2
UK,1,75000,44999.5,22499.75,84,Bac,2,0,0,0,0,1,0,1,"Oui, partiellement",0,2
DE,0,7500,74999.5,24999.833333333332,34,Bac+2/Bac+3,3,0,0,0,0,1,0,1,"Oui, partiellement",10,1
FR,0,3500,24999.5,4999.9,37,Bac,5,0,0,0,0,1,0,1,"Non, pas du tout",0,3
ES,1,1000000,84999.5,84999.5,55,Bac+5,1,0,0,0,1,1,0,1,"Oui, partiellement",0,1
ES,0,30000,34995.00000000001,34995.00000000001,43,Bac+5,1,1,0,0,1,1,0,1,"Oui, partiellement",0,1
FR,1,30000,10000.0,5000.0,49,Bac,2,1,0,0,0,1,0,1,"Oui, partiellement",5,2
UK,0,30000,84999.5,42499.75,51,Bac+5,2,0,0,0,1,1,0,1,"Non, pas du tout",0,1
FR,0,30000,10000.0,5000.0,66,Collège,2,1,0,0,0,1,0,1,"Oui, partiellement",5,2
FR,1,7500,54999.5,27499.75,72,Bac,2,0,0,0,0,0,0,1,"Oui, partiellement",5,1
DE,0,7500,54999.5,27499.75,65,Bac+5,2,0,0,0,0,1,0,1,"Non, pas du tout",0,1
FR,0,7500,44999.5,22499.75,72,Bac,2,0,0,0,0,0,0,1,"Oui, tout à fait",5,2
FR,1,30000,10000.0,2500.0,48,Bac,4,1,0,1,0,1,0,1,"Non, pas du tout",0,3
UK,0,3500,34995.00000000001,17497.500000000004,50,Bac,2,0,0,0,0,0,0,1,"Oui, tout à fait",0,2
FR,0,30000,24999.5,8333.166666666666,51,Bac,3,1,0,0,0,1,0,1,"Oui, tout à fait",5,3
FR,0,7500,24999.5,12499.75,69,Collège,2,1,0,0,0,1,0,1,"Oui, partiellement",20,2
FR,1,1000000,54999.5,27499.75,28,Bac+5,2,1,0,1,0,1,1,1,"Oui, tout à fait",5,0
UK,0,30000,24999.5,12499.75,72,Bac+2/Bac+3,2,0,0,0,0,0,0,1,"Oui, tout à fait",0,2
FR,1,7500,64999.5,16249.875,32,Doctorat,4,1,0,1,0,1,0,1,"Non, pas du tout",5,3
UK,0,75000,54999.5,13749.875,37,Bac+2/Bac+3,4,0,0,0,1,1,0,1,"Non, pas du tout",0,3
FR,0,1000,34995.00000000001,17497.500000000004,62,Bac,2,0,0,0,0,0,0,1,"Oui, tout à fait",5,2
FR,1,75000,44999.5,11249.875,37,Bac+5,4,1,0,1,1,1,0,1,"Oui, tout à fait",5,3
DE,1,1000000,64999.5,32499.75,61,Bac,2,0,0,0,0,1,0,1,"Oui, partiellement",5,0
ES,0,30000,44999.5,11249.875,48,Bac+5,4,1,0,0,0,1,0,1,"Oui, partiellement",5,3
ES,0,75000,24999.5,8333.166666666666,46,Bac+2/Bac+3,3,1,0,0,0,1,0,1,"Oui, partiellement",5,3
DE,0,30000,44999.5,44999.5,48,Bac,1,1,0,0,0,0,0,1,"Oui, partiellement",0,1
ES,0,30000,24999.5,6249.875,21,Bac,4,1,0,0,1,1,0,1,"Oui, tout à fait",5,3
UK,0,7500,10000.0,10000.0,53,Bac,1,0,0,0,0,1,0,1,"Non, pas du tout",0,2
UK,0,30000,44999.5,14999.833333333334,47,Bac,3,0,0,0,0,1,0,1,"Oui, partiellement",0,3
FR,1,1000,54999.5,27499.75,64,Bac+5,2,0,0,0,0,1,0,1,"Oui, partiellement",20,1
UK,0,30000,44999.5,22499.75,59,Bac,2,1,0,0,1,1,0,0,"Oui, partiellement",10,2
DE,0,75000,84999.5,21249.875,30,Bac+5,4,1,0,1,1,1,0,1,"Oui, tout à fait",5,3
UK,0,3500,44999.5,11249.875,42,Bac+2/Bac+3,4,0,0,0,0,1,0,1,"Oui, partiellement",0,3
ES,0,3500,24999.5,4999.9,22,Bac,5,1,0,0,1,1,0,1,"Oui, partiellement",5,3
ES,0,30000,24999.5,6249.875,38,Bac+5,4,1,0,0,1,1,0,1,"Oui, tout à fait",5,3
ES,0,30000,10000.0,10000.0,29,Bac+2/Bac+3,1,1,0,0,1,1,0,1,"Oui, partiellement",10,3
DE,0,1000,10000.0,10000.0,64,Collège,1,0,0,0,0,1,0,1,"Oui, partiellement",0,2
ES,0,3500,24999.5,6249.875,46,Collège,4,1,0,0,1,1,0,1,"Oui, partiellement",10,3
ES,1,30000,10000.0,10000.0,66,Bac,1,0,0,0,0,1,0,1,"Oui, partiellement",0,2
FR,0,3500,24999.5,8333.166666666666,46,Bac,3,1,0,0,0,1,0,1,"Oui, partiellement",0,3
UK,1,30000,34995.00000000001,17497.500000000004,69,Bac+5,2,0,0,0,1,1,0,0,"Oui, tout à fait",5,2
ES,0,1000,24999.5,6249.875,49,Bac,4,1,0,0,0,1,0,1,"Oui, partiellement",5,3
ES,0,30000,24999.5,6249.875,33,Bac+2/Bac+3,4,1,0,0,1,1,0,1,"Oui, partiellement",5,3
UK,0,75000,24999.5,24999.5,62,Bac,1,0,0,0,0,1,0,1,"Oui, partiellement",0,2
ES,0,1000000,74999.5,18749.875,48,Doctorat,4,1,0,0,1,1,0,1,"Oui, tout à fait",0,0
UK,0,1000,10000.0,5000.0,60,Bac,2,1,0,0,0,1,0,1,"Oui, partiellement",0,2
ES,0,30000,10000.0,3333.3333333333335,59,Collège,3,1,0,1,1,1,0,1,"Oui, partiellement",0,2
DE,0,750000,24999.5,12499.75,26,Bac,2,1,0,0,0,0,0,1,"Oui, partiellement",5,0
DE,1,75000,54999.5,27499.75,71,Collège,2,0,0,0,0,1,0,1,"Oui, partiellement",0,1
FR,1,30000,24999.5,12499.75,35,Bac,2,1,0,0,0,0,0,1,"Oui, partiellement",5,3
ES,0,3500,10000.0,2500.0,44,Bac+2/Bac+3,4,0,0,0,1,1,0,1,"Oui, tout à fait",5,3
UK,0,750000,44999.5,44999.5,31,Bac+5,1,1,0,0,1,1,0,1,"Non, pas du tout",5,0
ES,0,750000,64999.5,32499.75,62,Bac,2,0,0,0,0,1,0,1,"Non, pas du tout",0,0
UK,1,75000,34995.00000000001,17497.500000000004,38,Bac,2,0,0,0,0,0,0,1,"Oui, partiellement",5,2
ES,1,30000,34995.00000000001,11665.000000000002,55,Bac+2/Bac+3,3,0,0,0,0,1,0,1,"Oui, partiellement",0,2
ES,1,30000,34995.00000000001,11665.000000000002,34,Bac+2/Bac+3,3,1,0,0,1,1,0,1,"Oui, partiellement",10,3
UK,1,1000,84999.5,21249.875,48,Bac+2/Bac+3,4,1,0,0,0,1,0,1,"Oui, partiellement",0,1
UK,0,3500,24999.5,12499.75,37,Bac+2/Bac+3,2,0,0,1,1,1,0,1,"Oui, partiellement",0,3
UK,0,30000,74999.5,37499.75,48,Bac+2/Bac+3,2,0,0,0,1,1,0,1,"Oui, partiellement",0,1
DE,0,30000,24999.5,6249.875,41,Bac,4,1,0,0,0,1,0,1,"Oui, partiellement",0,3
DE,1,1000000,84999.5,84999.5,55,Bac+5,1,0,0,0,0,1,0,1,"Oui, partiellement",0,1
FR,0,7500,10000.0,2500.0,46,Bac+2/Bac+3,4,1,0,0,0,1,0,0,"Oui, partiellement",5,3
FR,0,30000,24999.5,12499.75,54,Bac,2,0,0,0,0,1,0,1,"Oui, partiellement",10,2
FR,0,30000,34995.00000000001,6999.000000000002,37,Bac+2/Bac+3,5,1,0,0,0,1,0,1,"Oui, partiellement",0,3
UK,0,750000,24999.5,12499.75,49,Bac+5,2,0,0,0,1,1,0,1,"Oui, partiellement",5,0
FR,1,3500,84999.5,42499.75,67,Bac+2/Bac+3,2,0,0,0,0,1,0,1,"Oui, tout à fait",0,1
UK,0,75000,64999.5,21666.5,67,Bac+2/Bac+3,3,0,0,0,0,1,0,1,"Oui, partiellement",5,1
FR,0,30000,24999.5,8333.166666666666,37,Bac+2/Bac+3,3,1,0,0,0,1,0,1,"Oui, partiellement",0,3
UK,1,30000,10000.0,10000.0,50,Bac,1,0,0,0,1,1,0,0,"Oui, partiellement",0,2
UK,0,30000,74999.5,37499.75,58,Bac+2/Bac+3,2,0,0,0,0,1,0,0,"Oui, tout à fait",0,1
UK,0,30000,10000.0,10000.0,22,Bac+2/Bac+3,1,0,0,0,0,1,0,1,"Non, pas du tout",10,3
UK,0,3500,10000.0,10000.0,44,Bac,1,0,0,0,0,0,0,1,"Oui, partiellement",0,2
UK,0,30000,74999.5,37499.75,28,Bac+5,2,0,0,0,1,1,0,1,"Oui, partiellement",5,1
DE,1,1000000,24999.5,6249.875,48,Bac,4,1,0,0,0,1,0,1,"Oui, partiellement",0,0
DE,0,30000,84999.5,42499.75,60,Doctorat,2,0,0,0,0,1,0,1,"Oui, partiellement",0,1
DE,1,30000,84999.5,42499.75,56,Bac,2,0,0,0,0,1,0,1,"Non, pas du tout",5,1
DE,1,750000,34995.00000000001,17497.500000000004,80,Bac+5,2,0,0,0,0,1,0,1,"Oui, partiellement",5,0
DE,0,30000,34995.00000000001,34995.00000000001,48,Bac+5,1,0,0,0,0,0,0,1,"Oui, partiellement",5,1
DE,1,30000,44999.5,44999.5,50,Collège,1,0,0,0,0,1,0,1,"Oui, partiellement",5,1
ES,1,1000000,44999.5,11249.875,33,Bac+2/Bac+3,4,1,0,1,1,1,0,1,"Oui, partiellement",5,0
DE,1,30000,44999.5,22499.75,70,Collège,2,0,0,0,0,1,0,1,"Oui, partiellement",5,2
UK,1,30000,84999.5,42499.75,56,Bac,2,1,0,0,0,1,0,1,"Oui, tout à fait",10,1
DE,0,1000000,34995.00000000001,17497.500000000004,72,Bac+2/Bac+3,2,0,0,1,0,1,0,0,"Oui, partiellement",0,0
ES,1,7500,24999.5,12499.75,35,Bac+2/Bac+3,2,1,0,0,0,1,0,1,"Oui, partiellement",5,3
ES,0,3500,24999.5,8333.166666666666,40,Collège,3,0,0,0,0,1,0,1,"Oui, partiellement",10,3
UK,0,30000,24999.5,8333.166666666666,30,Bac+5,3,0,0,0,0,1,0,1,"Non, pas du tout",5,3
FR,1,1000000,24999.5,12499.75,35,Bac,2,1,0,0,0,1,0,1,"Oui, partiellement",10,0
ES,1,3500,24999.5,6249.875,46,Bac,4,1,0,0,0,1,0,1,"Oui, tout à fait",0,3
DE,0,75000,64999.5,32499.75,72,Bac,2,0,0,0,0,1,0,1,"Oui, partiellement",0,1
FR,0,30000,54999.5,18333.166666666668,28,Bac+2/Bac+3,3,1,0,1,1,1,0,1,"Oui, tout à fait",10,3
ES,1,30000,24999.5,6249.875,57,Bac+2/Bac+3,4,1,0,0,0,1,0,1,"Oui, partiellement",5,3
DE,0,30000,24999.5,4999.9,22,Collège,5,1,0,0,0,1,0,1,"Oui, tout à fait",20,3
DE,1,30000,74999.5,37499.75,51,Bac,2,0,0,0,0,0,0,1,"Oui, partiellement",5,1
ES,0,3500,24999.5,4999.9,34,Bac+2/Bac+3,5,0,0,0,1,1,0,1,"Oui, tout à fait",5,3
UK,0,30000,74999.5,14999.9,40,Bac+2/Bac+3,5,0,0,1,1,1,0,1,"Oui, partiellement",20,3
UK,1,3500,44999.5,14999.833333333334,34,Bac+5,3,1,0,1,0,0,0,1,"Oui, partiellement",0,3
ES,1,1000000,10000.0,3333.3333333333335,40,Collège,3,1,0,0,0,1,0,1,"Non, pas du tout",0,0
DE,0,750000,34995.00000000001,17497.500000000004,67,Bac,2,0,0,0,0,1,0,0,"Oui, partiellement",0,0
DE,1,30000,54999.5,27499.75,58,Collège,2,1,0,1,0,1,0,1,"Oui, partiellement",10,1
ES,1,75000,10000.0,10000.0,54,Bac,1,0,0,0,0,1,0,1,"Oui, partiellement",10,2
ES,1,30000,34995.00000000001,17497.500000000004,33,Bac+5,2,1,0,0,1,1,0,1,"Oui, partiellement",5,3
UK,0,75000,84999.5,21249.875,37,Bac+5,4,1,0,0,1,1,0,1,"Oui, partiellement",10,3
ES,0,1000000,10000.0,10000.0,50,Bac,1,0,0,0,1,1,0,1,"Oui, partiellement",5,0
DE,1,1000,54999.5,13749.875,29,Bac,4,1,0,1,1,1,0,1,"Oui, tout à fait",5,3
DE,0,75000,74999.5,37499.75,41,Collège,2,0,0,0,1,1,0,1,"Non, pas du tout",0,1
ES,1,30000,54999.5,13749.875,38,Bac+5,4,1,0,1,1,1,0,1,"Oui, partiellement",10,3
DE,1,750000,44999.5,11249.875,47,Bac,4,0,0,0,0,1,0,0,"Oui, tout à fait",5,0
FR,0,30000,44999.5,22499.75,27,Bac+5,2,0,0,0,0,1,0,1,"Oui, partiellement",0,3
DE,1,75000,34995.00000000001,17497.500000000004,72,Bac+2/Bac+3,2,0,0,0,0,1,0,1,"Oui, partiellement",5,2
ES,1,30000,24999.5,8333.166666666666,64,Bac,3,0,0,0,0,1,0,1,"Oui, partiellement",5,2
DE,0,7500,44999.5,22499.75,38,Bac,2,1,0,0,0,1,0,1,"Oui, partiellement",0,3
DE,1,750000,34995.00000000001,17497.500000000004,68,Bac,2,0,0,0,0,1,0,1,"Non, pas du tout",0,0
DE,1,7500,34995.00000000001,34995.00000000001,64,Bac,1,1,0,0,0,1,0,1,"Oui, partiellement",5,1
DE,1,750000,44999.5,11249.875,34,Bac+5,4,1,0,0,0,1,0,1,"Oui, tout à fait",0,0
DE,0,75000,24999.5,12499.75,69,Bac+2/Bac+3,2,0,0,0,0,0,0,1,"Oui, partiellement",0,2
ES,1,75000,34995.00000000001,17497.500000000004,49,Bac+5,2,1,0,0,0,1,0,1,"Oui, tout à fait",5,2
UK,1,30000,34995.00000000001,8748.750000000002,31,Bac+5,4,1,0,1,1,1,0,1,"Oui, partiellement",10,3
UK,0,30000,10000.0,10000.0,50,Bac+2/Bac+3,1,0,0,0,0,0,0,1,"Oui, tout à fait",0,2
DE,1,30000,44999.5,22499.75,69,Collège,2,0,0,0,1,1,0,1,"Oui, partiellement",5,2
